epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
63,1497.02,1.42476,0.65286,1.32306,0.8902,0.82403,0.89751,0.42881,1.88895,0.8653,1.79056,0.0007724,0.0007724,0.0007724
64,1520.4,1.3609,0.63445,1.29086,0.89947,0.84484,0.90661,0.43753,1.88778,0.82684,1.80733,0.0007526,0.0007526,0.0007526
65,1543.77,1.40281,0.65026,1.31615,0.92813,0.8314,0.90272,0.43459,1.90514,0.87243,1.7919,0.0007328,0.0007328,0.0007328
66,1567.19,1.37935,0.65409,1.30316,0.93224,0.84549,0.91371,0.43612,1.905,0.84194,1.75005,0.000713,0.000713,0.000713
67,1590.38,1.38086,0.64856,1.30247,0.91399,0.84549,0.91547,0.44723,1.92708,0.84163,1.79469,0.0006932,0.0006932,0.0006932
68,1613.68,1.36015,0.63621,1.29991,0.89414,0.84549,0.90972,0.43319,1.90253,0.8461,1.76068,0.0006734,0.0006734,0.0006734
69,1637.14,1.34353,0.62127,1.28782,0.94202,0.83262,0.91241,0.4249,1.9673,0.85714,1.74888,0.0006536,0.0006536,0.0006536
70,1660.43,1.36131,0.64341,1.28294,0.89522,0.83691,0.90502,0.43604,1.93347,0.88071,1.71303,0.0006338,0.0006338,0.0006338
71,1684.22,1.33761,0.62584,1.27364,0.90366,0.86266,0.91525,0.43925,1.92284,0.81015,1.76507,0.000614,0.000614,0.000614
72,1708.7,1.32707,0.62281,1.26135,0.88895,0.86266,0.91453,0.42871,1.95443,0.84343,1.86504,0.0005942,0.0005942,0.0005942
73,1732.35,1.29678,0.59989,1.25746,0.919,0.83691,0.92254,0.43733,1.95084,0.8275,1.81191,0.0005744,0.0005744,0.0005744
74,1755.89,1.33088,0.61931,1.27091,0.91687,0.85837,0.92789,0.43915,1.93866,0.83308,1.80006,0.0005546,0.0005546,0.0005546
75,1779.41,1.29116,0.61251,1.24285,0.92415,0.8412,0.90931,0.43773,1.94912,0.8608,1.83431,0.0005348,0.0005348,0.0005348
76,1802.72,1.2927,0.60565,1.24703,0.90279,0.83698,0.90772,0.434,1.98344,0.84531,1.78109,0.000515,0.000515,0.000515
77,1826.06,1.29333,0.59498,1.25356,0.92522,0.84959,0.92011,0.42761,1.95957,0.83144,1.82246,0.0004952,0.0004952,0.0004952
78,1849.3,1.31881,0.60955,1.25778,0.93632,0.83691,0.91388,0.43527,1.93355,0.84001,1.82304,0.0004754,0.0004754,0.0004754
79,1872.59,1.29546,0.61293,1.25449,0.88852,0.84979,0.91969,0.42995,1.9311,0.8185,1.84131,0.0004556,0.0004556,0.0004556
80,1896.14,1.2521,0.57834,1.22559,0.91844,0.82164,0.89966,0.42261,1.95025,0.83063,1.84003,0.0004358,0.0004358,0.0004358
81,1919.87,1.28039,0.58957,1.25014,0.88097,0.86266,0.90695,0.43179,1.96115,0.82889,1.78489,0.000416,0.000416,0.000416
82,1943.39,1.26384,0.58875,1.24302,0.89808,0.83691,0.90136,0.43136,1.93722,0.83445,1.84028,0.0003962,0.0003962,0.0003962
83,1967.13,1.25679,0.58398,1.23597,0.91049,0.8412,0.91839,0.43911,1.93134,0.8263,1.84438,0.0003764,0.0003764,0.0003764
84,1990.92,1.21984,0.57676,1.21093,0.9266,0.81274,0.90142,0.42742,1.94943,0.8326,1.80064,0.0003566,0.0003566,0.0003566
85,2014.66,1.2599,0.58161,1.22416,0.87694,0.85635,0.90669,0.42875,1.94924,0.82018,1.84376,0.0003368,0.0003368,0.0003368
86,2038.55,1.22391,0.57183,1.21278,0.89599,0.85038,0.91238,0.42896,1.95283,0.8156,1.85531,0.000317,0.000317,0.000317
87,2062.29,1.23393,0.56347,1.21792,0.89451,0.82833,0.90673,0.43814,1.93451,0.84443,1.83375,0.0002972,0.0002972,0.0002972
88,2085.94,1.23469,0.57221,1.21652,0.90998,0.82426,0.91038,0.4263,1.93743,0.82427,1.83013,0.0002774,0.0002774,0.0002774
