epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
169,67928.5,1.5969,0.86449,1.18353,0.88971,0.78744,0.87064,0.50757,1.12787,0.59099,0.85449,0.000412246,0.000412246,0.000412246
170,68248.5,1.58915,0.85522,1.1777,0.88953,0.78804,0.87095,0.50782,1.1276,0.59043,0.85443,0.00040716,0.00040716,0.00040716
171,68597.1,1.59099,0.86144,1.18351,0.8898,0.78756,0.87097,0.50802,1.12748,0.59083,0.85433,0.000402084,0.000402084,0.000402084
172,68917.9,1.59283,0.85554,1.18071,0.8895,0.78873,0.87069,0.50846,1.12727,0.59101,0.85415,0.000397019,0.000397019,0.000397019
173,69265.5,1.58929,0.85401,1.18252,0.89015,0.78798,0.87089,0.50849,1.12696,0.59062,0.85406,0.000391966,0.000391966,0.000391966
174,69590.6,1.5901,0.85731,1.18396,0.8905,0.78776,0.87109,0.50884,1.12646,0.59061,0.85384,0.000386926,0.000386926,0.000386926
175,69986.4,1.592,0.85652,1.18418,0.89019,0.78915,0.87139,0.50893,1.12596,0.59027,0.85354,0.000381899,0.000381899,0.000381899
176,70309.2,1.58375,0.85243,1.1773,0.88986,0.79037,0.87132,0.50906,1.12562,0.5903,0.85341,0.000376885,0.000376885,0.000376885
177,71470,1.58819,0.85012,1.18022,0.89004,0.78963,0.87132,0.50919,1.1253,0.58992,0.85322,0.000371885,0.000371885,0.000371885
178,71803.5,1.59242,0.85486,1.18359,0.89045,0.78953,0.87108,0.5093,1.12519,0.58992,0.85309,0.000366899,0.000366899,0.000366899
