epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
88,17739.2,1.57307,1.1492,0.94612,0.49934,0.42389,0.42741,0.24934,1.58224,1.56233,1.00918,5.07115e-05,5.07115e-05,5.07115e-05
89,17916.5,1.52168,1.11739,0.93738,0.49682,0.43221,0.4325,0.25281,1.57713,1.56577,1.0095,4.47606e-05,4.47606e-05,4.47606e-05
90,18133.4,1.57195,1.15671,0.94132,0.49495,0.43115,0.43447,0.25288,1.58573,1.58555,1.01316,3.9264e-05,3.9264e-05,3.9264e-05
91,18257.2,1.38317,1.08832,0.91316,0.48636,0.42195,0.42211,0.24225,1.60464,1.57974,1.02019,3.4227e-05,3.4227e-05,3.4227e-05
92,18324.3,1.4023,1.05712,0.91819,0.49337,0.42697,0.42459,0.24152,1.61495,1.56646,1.02438,2.96546e-05,2.96546e-05,2.96546e-05
93,18394.7,1.37869,1.02862,0.91726,0.4886,0.42795,0.4258,0.24358,1.60605,1.56009,1.02183,2.55513e-05,2.55513e-05,2.55513e-05
94,18445.3,1.40004,1.03255,0.93081,0.48327,0.43013,0.42515,0.24335,1.6118,1.5306,1.02542,2.19212e-05,2.19212e-05,2.19212e-05
95,18499.9,1.37433,1.01356,0.92428,0.48248,0.43288,0.42646,0.24291,1.62347,1.52859,1.02957,1.87678e-05,1.87678e-05,1.87678e-05
96,18550,1.38825,1.00546,0.91886,0.48083,0.43563,0.42725,0.24293,1.62424,1.52321,1.03015,1.60943e-05,1.60943e-05,1.60943e-05
97,18615.3,1.4014,1.02075,0.91787,0.48072,0.43177,0.42499,0.24413,1.60712,1.53292,1.02295,1.39032e-05,1.39032e-05,1.39032e-05
98,18675.8,1.39031,1.01279,0.91718,0.48455,0.43367,0.42814,0.24779,1.59383,1.53585,1.01721,1.21968e-05,1.21968e-05,1.21968e-05
99,18719.3,1.40182,1.0115,0.92029,0.48409,0.43382,0.42935,0.24843,1.59603,1.54547,1.0168,1.09768e-05,1.09768e-05,1.09768e-05
100,18764,1.37791,1.00512,0.9127,0.47951,0.43997,0.42886,0.24655,1.61048,1.54891,1.02196,1.02443e-05,1.02443e-05,1.02443e-05
