epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
86,2606.61,1.27846,0.73205,1.36114,0.86633,0.85119,0.87462,0.28149,2.47139,0.96973,2.41313,0.000317,0.000317,0.000317
87,2633.41,1.27631,0.71889,1.36359,0.85006,0.82738,0.85073,0.29176,2.4724,0.94481,2.38743,0.0002972,0.0002972,0.0002972
88,2664.55,1.32679,0.75086,1.38778,0.86701,0.83333,0.86362,0.28554,2.50285,1.00274,2.43327,0.0002774,0.0002774,0.0002774
89,2694.16,1.28141,0.71989,1.35626,0.86328,0.82689,0.86765,0.28744,2.50038,0.98999,2.40585,0.0002576,0.0002576,0.0002576
90,2721.52,1.20309,0.68781,1.30082,0.83562,0.7867,0.83722,0.28911,2.48968,1.06669,2.43601,0.0002378,0.0002378,0.0002378
91,2803.5,1.23739,0.60836,1.40721,0.84587,0.81669,0.86715,0.28683,2.46696,1.05392,2.31602,0.000218,0.000218,0.000218
92,2834.18,1.23581,0.58972,1.35444,0.81988,0.78571,0.82084,0.28031,2.45718,1.01238,2.37523,0.0001982,0.0001982,0.0001982
93,2858.31,1.1894,0.56919,1.36616,0.84181,0.79188,0.8339,0.28589,2.45064,1.00679,2.30956,0.0001784,0.0001784,0.0001784
94,2887.46,1.19525,0.57389,1.34455,0.84411,0.79762,0.84364,0.27825,2.45855,0.99234,2.35803,0.0001586,0.0001586,0.0001586
95,2911.48,1.14808,0.56208,1.31359,0.83013,0.8436,0.84571,0.28624,2.41835,0.96648,2.33269,0.0001388,0.0001388,0.0001388
96,2940.79,1.10615,0.55124,1.32651,0.84776,0.85119,0.86226,0.2867,2.43679,0.95768,2.38291,0.000119,0.000119,0.000119
97,2966.11,1.18635,0.54556,1.33147,0.85409,0.82738,0.85855,0.2888,2.43446,0.96049,2.39522,9.92e-05,9.92e-05,9.92e-05
98,2994.86,1.15763,0.54106,1.32707,0.86118,0.83333,0.87551,0.27804,2.44865,0.97186,2.43384,7.94e-05,7.94e-05,7.94e-05
99,3018.64,1.11375,0.53525,1.30795,0.82365,0.83402,0.85361,0.28581,2.43276,0.96969,2.40193,5.96e-05,5.96e-05,5.96e-05
100,3047.07,1.21124,0.63335,1.37978,0.84884,0.82143,0.8645,0.28081,2.44251,0.98935,2.43385,3.98e-05,3.98e-05,3.98e-05
